Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
17,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
18,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
19,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
20,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
21,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
25,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
28,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
29,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
30,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
31,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
24,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
25,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
26,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
27,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
28,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
29,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
30,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
31,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
32,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
33,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
34,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
39,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
40,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
41,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
42,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
43,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
44,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
14,"[gdi32full.dll]",1,0,0.21,0.00,"gdi32full.dll",
15,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
13,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
25,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
28,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
29,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
30,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
11,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
12,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
13,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
20,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
21,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
22,"[wow64cpu.dll]",1,1,0.21,0.21,"wow64cpu.dll",
11,"[msvcrt.dll]",1,0,0.21,0.00,"msvcrt.dll",
12,"[msvcrt.dll]",1,0,0.21,0.00,"msvcrt.dll",
13,"[msvcrt.dll]",1,0,0.21,0.00,"msvcrt.dll",
14,"[msvcrt.dll]",1,0,0.21,0.00,"msvcrt.dll",
15,"[msvcrt.dll]",1,0,0.21,0.00,"msvcrt.dll",
16,"[msvcrt.dll]",1,0,0.21,0.00,"msvcrt.dll",
17,"[KernelBase.dll]",1,1,0.21,0.21,"KernelBase.dll",
11,"[oleaut32.dll]",1,0,0.21,0.00,"oleaut32.dll",
12,"[oleaut32.dll]",1,0,0.21,0.00,"oleaut32.dll",
13,"[oleaut32.dll]",1,0,0.21,0.00,"oleaut32.dll",
14,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
25,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
28,"[wow64cpu.dll]",1,1,0.21,0.21,"wow64cpu.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
16,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
17,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
18,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
19,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
20,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
21,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
22,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
10,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
11,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
12,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
19,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
20,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
21,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
22,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
23,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
10,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
15,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
16,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
17,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
18,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
19,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
9,"[nativrd2.dll]",3,0,0.63,0.00,"nativrd2.dll",
10,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
24,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
25,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
28,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
10,"[advapi32.dll]",1,0,0.21,0.00,"advapi32.dll",
11,"[advapi32.dll]",1,0,0.21,0.00,"advapi32.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
21,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
22,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
23,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
25,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
26,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
27,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
28,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
29,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
30,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
31,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
32,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
33,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
10,"[cryptsp.dll]",1,0,0.21,0.00,"cryptsp.dll",
11,"[cryptsp.dll]",1,0,0.21,0.00,"cryptsp.dll",
12,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
13,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
25,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
26,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
27,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
28,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
29,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
30,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
31,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
32,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
33,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
34,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
35,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
36,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
37,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
9,"[ole32.dll]",1,0,0.21,0.00,"ole32.dll",
10,"[ole32.dll]",1,0,0.21,0.00,"ole32.dll",
11,"[ole32.dll]",1,0,0.21,0.00,"ole32.dll",
12,"[ole32.dll]",1,0,0.21,0.00,"ole32.dll",
13,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
25,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
28,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
29,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
30,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
9,"[iisutil2.dll]",1,0,0.21,0.00,"iisutil2.dll",
10,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
8,"[apphelp.dll]",2,0,0.42,0.00,"apphelp.dll",
9,"[apphelp.dll]",2,0,0.42,0.00,"apphelp.dll",
10,"[apphelp.dll]",2,0,0.42,0.00,"apphelp.dll",
11,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
12,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
13,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
14,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
15,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
16,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
17,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
18,"[wow64cpu.dll]",2,0,0.42,0.00,"wow64cpu.dll",
19,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
20,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
21,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
19,"[wow64cpu.dll]",1,1,0.21,0.21,"wow64cpu.dll",
7,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
8,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
9,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
10,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
6,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
7,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
8,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
9,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
10,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
23,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
24,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
25,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
5,"[apphelp.dll]",4,0,0.84,0.00,"apphelp.dll",
6,"[apphelp.dll]",4,0,0.84,0.00,"apphelp.dll",
7,"[apphelp.dll]",4,0,0.84,0.00,"apphelp.dll",
8,"[apphelp.dll]",4,0,0.84,0.00,"apphelp.dll",
9,"[apphelp.dll]",4,1,0.84,0.21,"apphelp.dll",
10,"[apphelp.dll]",2,0,0.42,0.00,"apphelp.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
11,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
12,"[apphelp.dll]",1,1,0.21,0.21,"apphelp.dll",
10,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
16,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
17,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
18,"[wow64cpu.dll]",1,1,0.21,0.21,"wow64cpu.dll",
5,"[cryptbase.dll]",1,1,0.21,0.21,"cryptbase.dll",
0,"[ntdll.dll]",24,0,5.02,0.00,"ntdll.dll",
1,"[ntdll.dll]",24,0,5.02,0.00,"ntdll.dll",
2,"[ntdll.dll]",24,0,5.02,0.00,"ntdll.dll",
3,"[ntdll.dll]",16,0,3.35,0.00,"ntdll.dll",
4,"[wow64.dll]",14,0,2.93,0.00,"wow64.dll",
5,"[wow64.dll]",14,0,2.93,0.00,"wow64.dll",
6,"[wow64cpu.dll]",10,0,2.09,0.00,"wow64cpu.dll",
7,"[wow64.dll]",10,2,2.09,0.42,"wow64.dll",
8,"[wow64.dll]",8,1,1.67,0.21,"wow64.dll",
9,"[wow64.dll]",7,0,1.46,0.00,"wow64.dll",
10,"[wow64.dll]",5,1,1.05,0.21,"wow64.dll",
11,"[ntdll.dll]",3,3,0.63,0.63,"ntdll.dll",
11,"[wow64.dll]",1,1,0.21,0.21,"wow64.dll",
10,"[ntdll.dll]",2,2,0.42,0.42,"ntdll.dll",
6,"[wow64.dll]",4,0,0.84,0.00,"wow64.dll",
7,"[ntdll.dll]",3,2,0.63,0.42,"ntdll.dll",
8,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
9,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
10,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
7,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
8,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
4,"[ntdll.dll]",2,1,0.42,0.21,"ntdll.dll",
5,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
6,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
7,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
8,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
9,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
10,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
3,"[wow64.dll]",8,0,1.67,0.00,"wow64.dll",
4,"[wow64.dll]",8,0,1.67,0.00,"wow64.dll",
5,"[wow64cpu.dll]",7,2,1.46,0.42,"wow64cpu.dll",
6,"[wow64.dll]",4,1,0.84,0.21,"wow64.dll",
7,"[wow64.dll]",3,0,0.63,0.00,"wow64.dll",
8,"[ntdll.dll]",3,3,0.63,0.63,"ntdll.dll",
6,"[wow64cpu.dll]",1,1,0.21,0.21,"wow64cpu.dll",
5,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
6,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
7,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
0,"[klhkum.dll]",13,0,2.72,0.00,"klhkum.dll",
1,"[klhkum.dll]",13,0,2.72,0.00,"klhkum.dll",
2,"[klhkum.dll]",12,0,2.51,0.00,"klhkum.dll",
3,"[klhkum.dll]",12,0,2.51,0.00,"klhkum.dll",
4,"[klhkum.dll]",12,0,2.51,0.00,"klhkum.dll",
5,"[klhkum.dll]",12,0,2.51,0.00,"klhkum.dll",
6,"[klhkum.dll]",12,1,2.51,0.21,"klhkum.dll",
7,"[klhkum.dll]",11,2,2.30,0.42,"klhkum.dll",
8,"[ntdll.dll]",9,6,1.88,1.26,"ntdll.dll",
9,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
10,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
11,"[ntdll.dll]",3,2,0.63,0.42,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
2,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
3,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
4,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
5,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
6,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
7,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
8,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
9,"[klhkum.dll]",1,1,0.21,0.21,"klhkum.dll",
